Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
india,2021-10-08 14:26:00,mobile,contact form,/contact,organic search,105.0,39.0,7.0,541.0,914.0,167.0,1088.0,1.65,amazon help,2021-10-08,14:26:00,tuesday
india,2022-03-11 16:31:00,desktop,contact form,/contact,referral,164.0,50.0,46.0,96.0,442.0,194.0,366.0,1.93,aws support,2022-03-11,16:31:00,thursday
india,2023-07-05 20:29:00,desktop,download,/contact,referral,85.0,37.0,41.0,436.0,1992.0,363.0,1307.0,1.85,amazon music,2023-07-05,20:29:00,sunday
india,2020-10-09 20:40:00,tablet,download,/contact,paid search,72.0,55.0,29.0,872.0,1945.0,389.0,561.0,1.49,amazon music,2020-10-09,20:40:00,thursday
india,2023-06-03 11:55:00,desktop,purchase,/contact,organic search,35.0,46.0,1.0,354.0,1542.0,228.0,1289.0,5.06,amazon.com,2023-06-03,11:55:00,monday
india,2020-11-06 12:48:00,mobile,purchase,/contact,social media,146.0,66.0,42.0,783.0,130.0,272.0,76.0,0.83,amazon.com,2020-11-06,12:48:00,thursday
india,2021-05-08 15:39:00,mobile,sign up,/contact,referral,146.0,44.0,31.0,397.0,709.0,43.0,604.0,1.45,amazon music,2021-05-08,15:39:00,thursday
india,2022-05-02 05:32:00,desktop,subscribe,/contact,organic search,177.0,65.0,30.0,311.0,560.0,147.0,293.0,4.19,amazon web services (aws),2022-05-02,05:32:00,saturday
uk,2023-01-05 18:04:00,desktop,subscribe,/contact,social media,107.0,69.0,17.0,499.0,1717.0,44.0,1435.0,1.07,amazon prime,2023-01-05,18:04:00,monday
usa,2021-11-12 21:04:00,mobile,sign up,/contact,direct,79.0,39.0,13.0,620.0,749.0,138.0,1378.0,1.21,amazon music,2021-11-12,21:04:00,saturday
usa,2021-01-10 04:24:00,mobile,sign up,/contact,social media,60.0,40.0,43.0,483.0,101.0,309.0,475.0,1.82,amazon music,2021-01-10,04:24:00,friday
australia,2021-12-05 03:36:00,mobile,sign up,/home,referral,129.0,61.0,47.0,877.0,445.0,259.0,131.0,2.41,amazon prime,2021-12-05,03:36:00,wednesday
australia,2023-01-02 13:38:00,desktop,subscribe,/home,direct,64.0,59.0,1.0,146.0,356.0,77.0,144.0,3.61,amazon prime,2023-01-02,13:38:00,wednesday
canada,2023-04-07 19:55:00,mobile,contact form,/home,referral,73.0,44.0,4.0,792.0,637.0,126.0,744.0,1.79,amazon support,2023-04-07,19:55:00,tuesday
canada,2020-09-11 10:49:00,mobile,download,/home,social media,44.0,50.0,0.0,949.0,1452.0,328.0,1330.0,4.95,prime video,2020-09-11,10:49:00,monday
canada,2022-02-09 04:30:00,mobile,download,/home,direct,162.0,57.0,12.0,528.0,1982.0,205.0,1147.0,2.75,amazon music,2022-02-09,04:30:00,friday
canada,2022-09-07 09:50:00,mobile,sign up,/home,direct,133.0,65.0,47.0,800.0,132.0,35.0,93.0,3.97,amazon.com,2022-09-07,09:50:00,saturday
canada,2022-06-09 10:20:00,tablet,subscribe,/home,paid search,55.0,63.0,16.0,641.0,1101.0,344.0,947.0,4.26,amazon prime,2022-06-09,10:20:00,tuesday
canada,2020-11-09 05:19:00,desktop,subscribe,/home,social media,142.0,68.0,37.0,748.0,1423.0,210.0,690.0,4.67,audible,2020-11-09,05:19:00,friday
india,2022-02-04 00:02:00,desktop,contact form,/home,organic search,118.0,36.0,19.0,144.0,664.0,167.0,622.0,0.85,amazon help,2022-02-04,00:02:00,saturday
india,2020-06-04 16:46:00,mobile,purchase,/home,social media,33.0,40.0,38.0,218.0,398.0,445.0,1445.0,2.06,amazon.com,2020-06-04,16:46:00,monday
india,2023-09-03 15:43:00,mobile,purchase,/home,paid search,53.0,43.0,35.0,527.0,229.0,420.0,833.0,4.24,amazon.com,2023-09-03,15:43:00,thursday
india,2023-05-05 19:24:00,mobile,subscribe,/home,organic search,42.0,43.0,20.0,518.0,1886.0,452.0,1097.0,2.03,audible,2023-05-05,19:24:00,friday
india,2022-03-05 00:04:00,mobile,subscribe,/home,referral,59.0,51.0,43.0,715.0,563.0,378.0,1254.0,4.1,amazon web services (aws),2022-03-05,00:04:00,tuesday
uk,2023-09-10 09:26:00,mobile,purchase,/home,referral,122.0,45.0,16.0,252.0,1946.0,220.0,1204.0,4.15,amazon.com,2023-09-10,09:26:00,monday
uk,2023-12-07 22:10:00,tablet,sign up,/home,direct,178.0,30.0,46.0,729.0,315.0,490.0,979.0,4.83,amazon music,2023-12-07,22:10:00,wednesday
uk,2021-08-10 06:21:00,mobile,sign up,/home,paid search,77.0,33.0,39.0,928.0,1784.0,272.0,1229.0,4.35,amazon prime,2021-08-10,06:21:00,friday
usa,2022-05-11 16:48:00,mobile,download,/home,social media,107.0,60.0,40.0,279.0,1798.0,397.0,244.0,1.74,amazon music,2022-05-11,16:48:00,saturday
usa,2022-05-05 22:13:00,desktop,purchase,/home,paid search,115.0,31.0,37.0,959.0,375.0,77.0,101.0,2.99,amazon.com,2022-05-05,22:13:00,thursday
usa,2021-11-07 10:19:00,mobile,purchase,/home,social media,131.0,32.0,10.0,448.0,563.0,104.0,65.0,2.2,amazon.com,2021-11-07,10:19:00,sunday
usa,2022-07-04 20:15:00,tablet,subscribe,/home,direct,135.0,29.0,15.0,192.0,370.0,444.0,1417.0,2.07,amazon web services (aws),2022-07-04,20:15:00,thursday
usa,2020-10-03 18:06:00,mobile,subscribe,/home,organic search,115.0,61.0,25.0,235.0,518.0,196.0,830.0,5.75,amazon web services (aws),2020-10-03,18:06:00,tuesday
australia,2023-07-03 00:08:00,mobile,contact form,/products,social media,125.0,29.0,5.0,12.0,1742.0,198.0,903.0,0.89,amazon support,2023-07-03,00:08:00,tuesday
australia,2023-09-03 21:03:00,mobile,contact form,/products,organic search,136.0,51.0,8.0,514.0,1577.0,300.0,742.0,4.87,amazon help,2023-09-03,21:03:00,thursday
australia,2022-06-08 03:03:00,tablet,contact form,/products,organic search,38.0,66.0,30.0,346.0,1425.0,404.0,1239.0,4.17,amazon help,2022-06-08,03:03:00,saturday
australia,2021-12-03 12:34:00,desktop,download,/products,referral,164.0,63.0,14.0,308.0,1507.0,474.0,1341.0,5.42,prime video,2021-12-03,12:34:00,friday
australia,2021-07-10 15:42:00,mobile,purchase,/products,organic search,58.0,30.0,7.0,77.0,874.0,87.0,708.0,2.3,amazon.com,2021-07-10,15:42:00,thursday
australia,2021-05-06 13:45:00,mobile,subscribe,/products,social media,34.0,68.0,11.0,745.0,416.0,218.0,1284.0,2.1,audible,2021-05-06,13:45:00,saturday
canada,2020-09-03 11:47:00,mobile,contact form,/products,social media,91.0,44.0,6.0,487.0,738.0,64.0,281.0,4.78,amazon support,2020-09-03,11:47:00,monday
canada,2023-08-04 00:44:00,mobile,download,/products,social media,83.0,65.0,24.0,513.0,1479.0,447.0,762.0,3.55,prime video,2023-08-04,00:44:00,saturday
canada,2022-12-08 15:58:00,mobile,sign up,/products,social media,65.0,34.0,33.0,597.0,850.0,5.0,755.0,1.36,amazon music,2022-12-08,15:58:00,friday
canada,2020-10-07 08:36:00,desktop,subscribe,/products,paid search,168.0,59.0,26.0,671.0,203.0,122.0,1307.0,4.15,amazon web services (aws),2020-10-07,08:36:00,friday
india,2020-11-09 08:02:00,mobile,contact form,/products,referral,134.0,21.0,49.0,981.0,1932.0,322.0,503.0,3.95,aws support,2020-11-09,08:02:00,friday
india,2021-08-03 15:43:00,desktop,contact form,/products,paid search,80.0,61.0,34.0,658.0,337.0,476.0,979.0,2.54,aws support,2021-08-03,15:43:00,monday
india,2022-07-08 07:47:00,mobile,download,/products,direct,146.0,39.0,30.0,591.0,1091.0,247.0,191.0,0.85,amazon music,2022-07-08,07:47:00,sunday
india,2023-07-09 13:12:00,desktop,download,/products,paid search,101.0,43.0,46.0,522.0,1111.0,331.0,1068.0,2.64,prime video,2023-07-09,13:12:00,thursday
india,2021-09-05 12:22:00,mobile,download,/products,social media,66.0,65.0,3.0,772.0,1522.0,430.0,669.0,4.69,amazon music,2021-09-05,12:22:00,sunday
india,2023-01-05 09:38:00,desktop,sign up,/products,paid search,44.0,24.0,20.0,977.0,903.0,242.0,860.0,2.59,amazon.com,2023-01-05,09:38:00,monday
india,2021-01-09 22:42:00,desktop,sign up,/products,paid search,82.0,47.0,34.0,841.0,337.0,382.0,945.0,3.07,amazon music,2021-01-09,22:42:00,wednesday
india,2023-07-01 17:06:00,desktop,sign up,/products,referral,158.0,59.0,0.0,662.0,1092.0,183.0,79.0,1.15,amazon music,2023-07-01,17:06:00,saturday
uk,2020-03-11 19:37:00,mobile,contact form,/products,organic search,110.0,53.0,16.0,16.0,994.0,485.0,553.0,1.83,amazon support,2020-03-11,19:37:00,tuesday
uk,2020-04-09 23:54:00,mobile,download,/products,social media,42.0,23.0,34.0,965.0,512.0,386.0,1403.0,4.54,prime video,2020-04-09,23:54:00,friday
uk,2022-11-11 20:03:00,mobile,sign up,/products,direct,72.0,68.0,12.0,165.0,127.0,113.0,185.0,5.73,amazon.com,2022-11-11,20:03:00,friday
uk,2023-06-02 23:52:00,mobile,subscribe,/products,referral,71.0,54.0,14.0,531.0,761.0,182.0,393.0,4.72,audible,2023-06-02,23:52:00,monday
australia,2020-08-07 21:56:00,desktop,contact form,/about,organic search,163.0,38.0,25.0,323.0,849.0,153.0,704.0,1.12,amazon help,2020-08-07,21:56:00,wednesday
australia,2022-04-09 14:41:00,mobile,download,/about,organic search,96.0,44.0,6.0,428.0,561.0,38.0,446.0,4.71,prime video,2022-04-09,14:41:00,sunday
australia,2020-07-08 21:52:00,desktop,subscribe,/about,referral,162.0,36.0,8.0,452.0,1731.0,378.0,587.0,0.86,audible,2020-07-08,21:52:00,friday
australia,2022-03-11 13:23:00,mobile,subscribe,/about,direct,59.0,40.0,22.0,995.0,895.0,496.0,914.0,3.75,amazon prime,2022-03-11,13:23:00,thursday
australia,2022-01-08 02:46:00,mobile,subscribe,/about,paid search,116.0,48.0,35.0,28.0,733.0,195.0,1105.0,3.09,amazon web services (aws),2022-01-08,02:46:00,monday
canada,2021-06-03 14:24:00,mobile,download,/about,social media,41.0,38.0,45.0,355.0,1200.0,190.0,290.0,4.27,amazon music,2021-06-03,14:24:00,saturday
canada,2023-04-08 16:16:00,desktop,download,/about,social media,79.0,52.0,31.0,551.0,523.0,381.0,427.0,2.0,amazon music,2023-04-08,16:16:00,friday
canada,2021-09-06 08:41:00,mobile,download,/about,organic search,174.0,69.0,0.0,377.0,1453.0,147.0,829.0,2.79,amazon music,2021-09-06,08:41:00,wednesday
canada,2021-09-04 06:51:00,mobile,sign up,/about,referral,110.0,31.0,0.0,175.0,280.0,304.0,605.0,1.45,amazon music,2021-09-04,06:51:00,friday
canada,2022-03-10 10:31:00,mobile,sign up,/about,direct,99.0,37.0,20.0,863.0,227.0,149.0,1316.0,5.2,amazon music,2022-03-10,10:31:00,monday
canada,2021-11-01 18:26:00,mobile,sign up,/about,direct,106.0,59.0,7.0,850.0,177.0,193.0,1309.0,1.81,amazon music,2021-11-01,18:26:00,monday
canada,2020-03-02 10:35:00,tablet,sign up,/about,referral,42.0,65.0,43.0,508.0,843.0,205.0,245.0,2.52,amazon prime,2020-03-02,10:35:00,monday
canada,2022-05-02 03:59:00,mobile,subscribe,/about,referral,73.0,26.0,22.0,462.0,456.0,37.0,1440.0,4.75,audible,2022-05-02,03:59:00,saturday
india,2021-12-04 08:59:00,mobile,download,/about,direct,78.0,44.0,0.0,326.0,380.0,57.0,1275.0,4.21,prime video,2021-12-04,08:59:00,monday
india,2023-08-02 17:47:00,desktop,purchase,/about,direct,158.0,34.0,33.0,373.0,1415.0,409.0,596.0,4.65,amazon.com,2023-08-02,17:47:00,wednesday
india,2020-02-04 05:40:00,desktop,subscribe,/about,direct,146.0,68.0,46.0,246.0,1507.0,429.0,1302.0,0.95,amazon prime,2020-02-04,05:40:00,thursday
uk,2021-03-03 08:29:00,desktop,purchase,/about,paid search,50.0,32.0,18.0,712.0,745.0,433.0,1133.0,2.55,amazon.com,2021-03-03,08:29:00,wednesday
uk,2020-03-07 13:55:00,mobile,sign up,/about,direct,141.0,47.0,21.0,271.0,198.0,298.0,533.0,2.52,amazon.com,2020-03-07,13:55:00,friday
uk,2023-03-02 11:22:00,desktop,sign up,/about,paid search,150.0,66.0,31.0,654.0,331.0,24.0,603.0,3.92,amazon prime,2023-03-02,11:22:00,friday
usa,2021-09-11 05:04:00,mobile,purchase,/about,direct,95.0,35.0,30.0,120.0,682.0,36.0,60.0,2.61,amazon.com,2021-09-11,05:04:00,tuesday
usa,2021-01-03 08:57:00,tablet,purchase,/about,referral,93.0,42.0,24.0,495.0,1641.0,325.0,654.0,5.25,amazon.com,2021-01-03,08:57:00,monday
usa,2023-12-08 21:58:00,tablet,subscribe,/about,social media,167.0,66.0,46.0,460.0,1456.0,403.0,405.0,5.87,amazon web services (aws),2023-12-08,21:58:00,saturday
australia,2021-05-03 08:53:00,mobile,contact form,/blog,referral,147.0,57.0,10.0,618.0,1082.0,358.0,556.0,5.82,aws support,2021-05-03,08:53:00,friday
australia,2020-11-12 11:53:00,desktop,contact form,/blog,referral,93.0,59.0,21.0,95.0,1746.0,17.0,821.0,4.3,amazon support,2020-11-12,11:53:00,friday
australia,2020-07-05 11:21:00,mobile,download,/blog,referral,132.0,34.0,4.0,15.0,228.0,206.0,555.0,1.53,amazon music,2020-07-05,11:21:00,thursday
australia,2021-12-05 16:34:00,mobile,purchase,/blog,direct,120.0,68.0,4.0,933.0,767.0,313.0,1444.0,5.74,amazon.com,2021-12-05,16:34:00,wednesday
australia,2022-01-01 21:10:00,tablet,sign up,/blog,direct,31.0,37.0,4.0,465.0,316.0,21.0,959.0,5.88,amazon music,2022-01-01,21:10:00,saturday
australia,2022-03-07 03:12:00,mobile,sign up,/blog,direct,112.0,69.0,47.0,600.0,1632.0,360.0,616.0,2.48,amazon.com,2022-03-07,03:12:00,sunday
australia,2022-11-12 11:24:00,mobile,subscribe,/blog,direct,123.0,28.0,23.0,575.0,579.0,108.0,1419.0,1.14,audible,2022-11-12,11:24:00,sunday
canada,2020-02-08 05:49:00,mobile,contact form,/blog,organic search,38.0,56.0,49.0,342.0,631.0,482.0,63.0,2.36,amazon help,2020-02-08,05:49:00,sunday
canada,2022-10-08 05:34:00,mobile,download,/blog,paid search,65.0,59.0,49.0,832.0,1109.0,20.0,1324.0,5.45,prime video,2022-10-08,05:34:00,wednesday
canada,2021-09-12 09:43:00,desktop,purchase,/blog,organic search,54.0,30.0,8.0,520.0,1840.0,386.0,353.0,3.22,amazon.com,2021-09-12,09:43:00,thursday
canada,2020-08-04 22:49:00,mobile,purchase,/blog,direct,161.0,32.0,17.0,180.0,115.0,56.0,489.0,5.29,amazon.com,2020-08-04,22:49:00,wednesday
canada,2021-05-05 10:28:00,mobile,sign up,/blog,paid search,126.0,54.0,22.0,100.0,1920.0,128.0,973.0,3.52,amazon prime,2021-05-05,10:28:00,wednesday
canada,2022-06-05 04:52:00,mobile,subscribe,/blog,organic search,105.0,29.0,44.0,190.0,969.0,193.0,465.0,4.14,audible,2022-06-05,04:52:00,friday
india,2020-01-09 01:31:00,tablet,download,/blog,referral,77.0,24.0,35.0,526.0,1884.0,269.0,1369.0,1.47,amazon music,2020-01-09,01:31:00,tuesday
india,2023-08-08 14:40:00,mobile,purchase,/blog,referral,81.0,24.0,10.0,300.0,775.0,35.0,489.0,0.96,amazon.com,2023-08-08,14:40:00,tuesday
india,2022-03-08 20:53:00,mobile,sign up,/blog,paid search,128.0,32.0,20.0,921.0,1573.0,119.0,1161.0,5.13,amazon prime,2022-03-08,20:53:00,wednesday
india,2023-11-05 20:27:00,mobile,subscribe,/blog,referral,34.0,30.0,4.0,653.0,1100.0,86.0,1193.0,5.53,amazon web services (aws),2023-11-05,20:27:00,thursday
india,2021-12-06 05:28:00,mobile,subscribe,/blog,direct,86.0,38.0,17.0,753.0,699.0,293.0,1148.0,5.42,amazon web services (aws),2021-12-06,05:28:00,saturday
india,2023-08-02 11:27:00,mobile,subscribe,/blog,paid search,148.0,62.0,15.0,258.0,1109.0,239.0,851.0,4.2,audible,2023-08-02,11:27:00,wednesday
uk,2023-06-10 17:29:00,mobile,contact form,/blog,organic search,73.0,64.0,17.0,134.0,1162.0,74.0,1451.0,1.27,amazon support,2023-06-10,17:29:00,friday
uk,2022-05-08 16:34:00,mobile,download,/blog,organic search,177.0,57.0,28.0,363.0,1253.0,270.0,121.0,3.04,prime video,2022-05-08,16:34:00,friday
uk,2023-06-07 12:30:00,mobile,purchase,/blog,organic search,124.0,50.0,33.0,553.0,1333.0,80.0,547.0,3.96,amazon.com,2023-06-07,12:30:00,thursday
uk,2021-02-12 01:43:00,mobile,sign up,/blog,referral,149.0,59.0,4.0,559.0,653.0,36.0,394.0,3.95,amazon prime,2021-02-12,01:43:00,thursday
uk,2023-08-01 14:05:00,tablet,subscribe,/blog,social media,33.0,32.0,26.0,355.0,1256.0,214.0,1103.0,0.9,amazon web services (aws),2023-08-01,14:05:00,sunday
usa,2020-09-08 23:57:00,desktop,download,/blog,organic search,65.0,43.0,8.0,694.0,816.0,141.0,1194.0,2.83,prime video,2020-09-08,23:57:00,sunday
usa,2022-05-07 23:18:00,tablet,download,/blog,paid search,122.0,65.0,16.0,595.0,668.0,483.0,1236.0,1.88,prime video,2022-05-07,23:18:00,tuesday
usa,2022-12-01 19:49:00,mobile,sign up,/blog,referral,99.0,45.0,23.0,142.0,1198.0,25.0,1202.0,3.6,amazon prime,2022-12-01,19:49:00,wednesday
usa,2022-09-02 11:18:00,mobile,sign up,/blog,referral,102.0,48.0,43.0,927.0,1712.0,88.0,1126.0,2.45,amazon prime,2022-09-02,11:18:00,wednesday
usa,2023-02-06 16:02:00,mobile,sign up,/blog,social media,100.0,60.0,37.0,428.0,667.0,297.0,762.0,5.85,amazon music,2023-02-06,16:02:00,friday
usa,2020-07-08 03:10:00,mobile,sign up,/blog,direct,48.0,69.0,47.0,974.0,669.0,10.0,774.0,1.66,amazon.com,2020-07-08,03:10:00,friday
australia,2020-02-01 21:56:00,desktop,download,/contact,organic search,39.0,37.0,7.0,709.0,924.0,324.0,644.0,3.84,amazon music,2020-02-01,21:56:00,thursday
australia,2021-01-12 21:16:00,mobile,download,/contact,social media,163.0,53.0,29.0,778.0,1811.0,255.0,68.0,3.25,amazon music,2021-01-12,21:16:00,wednesday
australia,2020-01-09 10:31:00,mobile,download,/contact,social media,90.0,57.0,5.0,246.0,1722.0,71.0,1332.0,4.99,prime video,2020-01-09,10:31:00,tuesday
australia,2021-10-04 14:04:00,mobile,download,/contact,social media,49.0,57.0,43.0,236.0,282.0,108.0,81.0,2.08,prime video,2021-10-04,14:04:00,saturday
australia,2022-05-04 05:27:00,desktop,download,/contact,direct,159.0,69.0,39.0,398.0,556.0,453.0,785.0,2.7,amazon music,2022-05-04,05:27:00,tuesday
australia,2023-02-03 17:59:00,mobile,purchase,/contact,paid search,92.0,40.0,31.0,758.0,1565.0,255.0,206.0,5.95,amazon.com,2023-02-03,17:59:00,thursday
australia,2022-01-12 23:28:00,mobile,sign up,/contact,direct,78.0,34.0,29.0,594.0,1967.0,275.0,731.0,5.96,amazon.com,2022-01-12,23:28:00,thursday
australia,2020-05-07 22:07:00,mobile,sign up,/contact,referral,161.0,54.0,45.0,221.0,1792.0,304.0,54.0,3.3,amazon.com,2020-05-07,22:07:00,sunday
australia,2022-12-10 21:23:00,desktop,sign up,/contact,organic search,173.0,63.0,36.0,904.0,654.0,355.0,450.0,0.93,amazon music,2022-12-10,21:23:00,wednesday
canada,2021-12-12 22:27:00,tablet,sign up,/contact,social media,136.0,32.0,20.0,296.0,928.0,317.0,496.0,5.45,amazon prime,2021-12-12,22:27:00,sunday
canada,2020-08-11 15:31:00,desktop,subscribe,/contact,direct,104.0,50.0,10.0,67.0,388.0,494.0,410.0,4.12,amazon prime,2020-08-11,15:31:00,sunday
canada,2020-06-01 20:59:00,tablet,subscribe,/contact,direct,150.0,68.0,17.0,799.0,1084.0,139.0,1378.0,3.11,audible,2020-06-01,20:59:00,monday
india,2023-02-05 05:55:00,mobile,contact form,/contact,direct,131.0,20.0,9.0,403.0,614.0,93.0,689.0,2.2,aws support,2023-02-05,05:55:00,tuesday
india,2022-12-07 15:57:00,mobile,download,/contact,direct,116.0,35.0,45.0,239.0,1406.0,227.0,807.0,2.2,prime video,2022-12-07,15:57:00,tuesday
india,2023-04-04 14:01:00,desktop,download,/contact,organic search,77.0,58.0,39.0,877.0,703.0,78.0,1022.0,5.43,prime video,2023-04-04,14:01:00,tuesday
india,2023-02-02 23:09:00,desktop,sign up,/contact,organic search,110.0,54.0,49.0,229.0,214.0,377.0,687.0,0.9,amazon.com,2023-02-02,23:09:00,thursday
uk,2021-01-05 12:55:00,mobile,contact form,/contact,paid search,71.0,39.0,43.0,837.0,1190.0,266.0,1321.0,5.84,aws support,2021-01-05,12:55:00,saturday
uk,2022-03-02 01:17:00,mobile,download,/contact,paid search,83.0,21.0,32.0,436.0,884.0,207.0,830.0,3.22,prime video,2022-03-02,01:17:00,thursday
australia,2022-04-02 09:43:00,desktop,purchase,/home,direct,55.0,42.0,20.0,950.0,1017.0,221.0,837.0,1.53,amazon.com,2022-04-02,09:43:00,friday
australia,2020-10-07 03:26:00,mobile,sign up,/home,direct,109.0,52.0,18.0,290.0,1015.0,316.0,907.0,4.79,amazon music,2020-10-07,03:26:00,friday
australia,2021-09-05 21:38:00,mobile,sign up,/home,organic search,82.0,69.0,39.0,199.0,1925.0,202.0,632.0,4.92,amazon prime,2021-09-05,21:38:00,sunday
canada,2021-03-06 10:18:00,mobile,download,/home,organic search,97.0,29.0,32.0,431.0,1455.0,341.0,1417.0,5.27,prime video,2021-03-06,10:18:00,thursday
canada,2020-07-06 05:06:00,mobile,download,/home,social media,38.0,37.0,23.0,103.0,1467.0,387.0,632.0,1.99,prime video,2020-07-06,05:06:00,sunday
canada,2021-01-09 02:42:00,desktop,purchase,/home,direct,104.0,60.0,5.0,100.0,1775.0,317.0,227.0,2.46,amazon.com,2021-01-09,02:42:00,wednesday
canada,2020-01-06 00:38:00,desktop,subscribe,/home,organic search,41.0,55.0,14.0,724.0,1673.0,185.0,644.0,3.68,amazon web services (aws),2020-01-06,00:38:00,monday
india,2020-11-01 10:49:00,mobile,contact form,/home,organic search,45.0,45.0,19.0,977.0,1023.0,390.0,1285.0,2.2,amazon help,2020-11-01,10:49:00,saturday
india,2022-03-01 04:59:00,desktop,purchase,/home,social media,63.0,28.0,6.0,303.0,1603.0,269.0,626.0,1.0,amazon.com,2022-03-01,04:59:00,monday
india,2023-07-03 05:58:00,mobile,sign up,/home,paid search,33.0,45.0,5.0,601.0,1559.0,249.0,1351.0,3.16,amazon music,2023-07-03,05:58:00,tuesday
uk,2023-10-09 06:13:00,tablet,contact form,/home,organic search,97.0,37.0,2.0,248.0,634.0,183.0,1186.0,1.2,aws support,2023-10-09,06:13:00,sunday
uk,2022-08-07 02:43:00,tablet,contact form,/home,paid search,171.0,61.0,35.0,997.0,1537.0,367.0,300.0,5.6,aws support,2022-08-07,02:43:00,friday
uk,2022-09-07 11:14:00,mobile,download,/home,direct,143.0,31.0,49.0,932.0,503.0,254.0,1046.0,3.09,prime video,2022-09-07,11:14:00,saturday
uk,2021-11-05 08:04:00,desktop,sign up,/home,organic search,45.0,42.0,35.0,219.0,1551.0,482.0,1213.0,4.4,amazon prime,2021-11-05,08:04:00,tuesday
uk,2022-09-08 13:57:00,mobile,subscribe,/home,direct,90.0,66.0,5.0,58.0,589.0,283.0,1040.0,2.66,audible,2022-09-08,13:57:00,tuesday
usa,2021-03-02 23:37:00,mobile,contact form,/home,referral,97.0,48.0,29.0,777.0,1037.0,489.0,369.0,0.99,aws support,2021-03-02,23:37:00,wednesday
usa,2022-05-05 19:40:00,tablet,download,/home,organic search,101.0,24.0,31.0,845.0,1733.0,296.0,1272.0,4.58,amazon music,2022-05-05,19:40:00,thursday
usa,2023-08-07 05:48:00,tablet,download,/home,organic search,116.0,35.0,11.0,81.0,841.0,90.0,762.0,0.95,amazon music,2023-08-07,05:48:00,saturday
usa,2023-02-02 09:53:00,mobile,purchase,/home,referral,158.0,47.0,15.0,432.0,571.0,240.0,1346.0,5.07,amazon.com,2023-02-02,09:53:00,thursday
usa,2020-03-02 11:41:00,desktop,sign up,/home,direct,162.0,36.0,20.0,326.0,1325.0,398.0,1010.0,5.5,amazon music,2020-03-02,11:41:00,monday
australia,2020-04-09 11:06:00,mobile,download,/products,direct,150.0,44.0,38.0,182.0,1754.0,274.0,423.0,2.7,amazon music,2020-04-09,11:06:00,friday
australia,2023-09-06 03:45:00,mobile,purchase,/products,social media,146.0,53.0,45.0,692.0,281.0,95.0,246.0,5.72,amazon.com,2023-09-06,03:45:00,friday
australia,2023-08-07 06:47:00,mobile,subscribe,/products,social media,166.0,40.0,13.0,646.0,529.0,96.0,1364.0,2.86,audible,2023-08-07,06:47:00,saturday
australia,2023-11-04 05:10:00,mobile,subscribe,/products,paid search,118.0,65.0,18.0,60.0,1865.0,161.0,954.0,2.02,audible,2023-11-04,05:10:00,tuesday
canada,2022-01-07 15:49:00,desktop,purchase,/products,direct,72.0,32.0,0.0,774.0,1705.0,59.0,538.0,2.19,amazon.com,2022-01-07,15:49:00,friday
canada,2022-06-09 12:23:00,mobile,sign up,/products,paid search,70.0,30.0,10.0,956.0,1112.0,403.0,452.0,1.01,amazon.com,2022-06-09,12:23:00,tuesday
canada,2023-02-01 07:11:00,mobile,subscribe,/products,paid search,35.0,49.0,6.0,438.0,424.0,19.0,1113.0,1.04,audible,2023-02-01,07:11:00,monday
canada,2021-02-08 06:19:00,mobile,subscribe,/products,organic search,170.0,62.0,1.0,515.0,879.0,26.0,169.0,4.08,amazon prime,2021-02-08,06:19:00,monday
india,2021-08-04 20:15:00,desktop,contact form,/products,referral,140.0,45.0,3.0,13.0,107.0,195.0,245.0,1.2,amazon support,2021-08-04,20:15:00,thursday
india,2020-05-07 22:35:00,desktop,download,/products,social media,34.0,64.0,25.0,85.0,847.0,60.0,457.0,2.86,amazon music,2020-05-07,22:35:00,sunday
india,2023-03-01 15:49:00,mobile,download,/products,paid search,87.0,65.0,48.0,796.0,570.0,238.0,434.0,2.48,prime video,2023-03-01,15:49:00,tuesday
india,2023-10-07 22:09:00,mobile,download,/products,paid search,62.0,69.0,35.0,937.0,1737.0,99.0,1025.0,0.98,prime video,2023-10-07,22:09:00,monday
india,2020-05-12 16:46:00,mobile,purchase,/products,paid search,148.0,67.0,36.0,479.0,575.0,95.0,478.0,1.06,amazon.com,2020-05-12,16:46:00,saturday
india,2021-01-08 16:37:00,tablet,subscribe,/products,social media,110.0,37.0,36.0,499.0,591.0,372.0,753.0,5.78,audible,2021-01-08,16:37:00,sunday
uk,2021-01-03 19:09:00,tablet,download,/products,referral,87.0,66.0,33.0,283.0,1261.0,482.0,517.0,4.25,amazon music,2021-01-03,19:09:00,monday
uk,2022-12-12 12:49:00,mobile,sign up,/products,organic search,108.0,45.0,49.0,743.0,1464.0,32.0,434.0,1.5,amazon.com,2022-12-12,12:49:00,monday
uk,2020-04-03 06:21:00,tablet,subscribe,/products,social media,108.0,32.0,30.0,232.0,155.0,225.0,1035.0,2.99,amazon web services (aws),2020-04-03,06:21:00,wednesday
uk,2020-04-12 15:23:00,mobile,subscribe,/products,referral,64.0,39.0,5.0,499.0,1244.0,134.0,1495.0,1.3,amazon prime,2020-04-12,15:23:00,friday
uk,2020-06-01 02:13:00,mobile,subscribe,/products,paid search,48.0,49.0,29.0,657.0,1431.0,334.0,168.0,2.14,amazon web services (aws),2020-06-01,02:13:00,monday
